2024-09-14 19:55:00,561.8,88663.297,11819.1,5235.7,44453.5
2024-09-14 19:56:00,561.8,88663.297,11819.1,5235.7,44453.5
2024-09-14 19:57:00,562.2,88663.297,11819.1,5236,44453.5
2024-09-14 19:58:00,562.4,88663.297,11819.1,5236.2,44453.5
2024-09-14 19:59:00,562.4,88663.297,11819.1,5236.4,44453.5
2024-09-14 20:00:00,562.4,88663.297,11819.1,5236.4,44453.5
2024-09-14 20:01:00,562.9,88663.297,11819.1,5236.8,44453.5
2024-09-14 20:02:00,562.9,88663.297,11819.1,5236.9,44453.5
2024-09-14 20:03:00,562.9,88663.297,11819.1,5236.9,44453.5
2024-09-14 20:04:00,562.9,88663.297,11819.1,5237.3,44453.5
2024-09-14 20:05:00,563.7,88663.297,11819.1,5237.5,44453.5
2024-09-14 20:06:00,563.7,88663.297,11819.1,5237.6,44453.5
2024-09-14 20:07:01,563.7,88663.297,11819.1,5237.6,44453.5
2024-09-14 20:08:00,563.7,88663.297,11819.1,5237.6,44453.5
2024-09-14 20:09:00,563.7,88663.297,11819.1,5238,44453.5
2024-09-14 20:10:00,564.6,88663.297,11819.1,5238,44453.5
2024-09-14 20:11:00,564.6,88663.297,11819.1,5238,44453.5
2024-09-14 20:12:00,565,88663.297,11819.1,5238.5,44453.5
2024-09-14 20:13:00,565.2,88663.297,11819.1,5238.6,44453.5
2024-09-14 20:14:00,565.3,88663.297,11819.1,5238.8,44453.5
2024-09-14 20:15:00,565.5,88663.297,11819.1,5238.9,44453.5
2024-09-14 20:16:00,565.5,88663.297,11819.1,5238.9,44453.5
